Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_CRIT_HOARSHADE,,Hoar Shade,霜の影,Reifschatten,Ombre Givrée,Sombra Escarcha,Sombra Gélida,Морозный Призрак,Ombra Brinata,霜影,霜影,서리 그림자,Szron Cień,Морозний Привид,Rijpschim,Kırağı Gölgesi
L_CRIT_GATEWAYSHADE,,Gateway Shade,ゲートウェイの影,Torweg-Schatten,Ombre du Portail,Sombra del Portal,Sombra do Portal,Тень Врат,Ombra del Portale,傳送門之影,门廊之影,관문의 그림자,Cień Bramy,Тінь Брами,Poortschaduw,Geçit Gölgesi
L_CRIT_DRIFTINGSHADE,,Drifting Shade,漂う影,Treibender Schatten,Ombre Errante,Sombra Errante,Sombra Errante,Блуждающая Тень,Ombra Vagante,漂流之影,漂浮之影,표류하는 그림자,Dryfująca Cień,Мандрівна Тінь,Zwevende Schaduw,Sürüklenen Gölge
L_CRIT_WHISPERINGSHADE,,Whispering Shade,囁く影,Flüsternder Schatten,Ombre Murmurante,Sombra Susurrante,Sombra Sussurrante,Шепчущая Тень,Ombra Sussurrante,低語之影,低语之影,속삭이는 그림자,Szepczący Cień,Шепочуча Тінь,Fluisterende Schaduw,Fısıldayan Gölge
L_CRIT_MASOCHISTWITCH,,Masochist Witch,マゾヒスト・ウィッチ,Masochistische Hexe,Sorcière Masochiste,Bruja Masoquista,Bruxa Masoquista,Ведьма-Мазохистка,Strega Masochista,受虐女巫,受虐女巫,마조히스트 마녀,Masochistyczna Wiedźma,Мазохістська Відьма,Masochistische Heks,Mazoşist Cadı
L_CRIT_LURIDMASOCHIST,,Lurid Masochist,妖艶な被虐者,Lüsterner Masochist,Masochiste Morbide,Masoquista Lúgubre,Masoquista Lúgubre,Яркий Мазохист,Masochista Morboso,妖艷受虐狂,病态受虐狂,기괴한 마조히스트,Jaskrawy Masochista,Яскравий Мазохіст,Lugubere Masochist,Şehvetli Mazoşist
L_CRIT_MACABREMASOCHIST,,Macabre Masochist,マカブレ・マゾヒスト,Makabrer Masochist,Masochiste Macabre,Masoquista Macabro,Masoquista Macabro,Мрачный Мазохист,Masochista Macabro,詭譎的受虐狂,阴森受虐狂,섬뜩한 마조히스트,Makabryczny Masochista,Макабричний Мазохіст,Macabere Masochist,Korkunç Mazoşist
L_CRIT_MASOCHISTANGLER,,Masochist Angler,マゾヒスト・アングラー,Masochistischer Angler,Pêcheur Masochiste,Pescador Masoquista,Pescador Masoquista,Мазохист-рыболов,Pescatore Masochista,受虐釣魚者,受虐钓鱼者,마조히스트 낚시꾼,Masochistyczny Wędkarz,Мазохіст-рибалка,Masochistische Visser,Mazoşist Balıkçı
L_CRIT_SANGUINEMASOCHIST,,Sanguine Masochist,サンギン・マゾヒスト,Blutrünstiger Masochist,Masochiste Sanguin,Masoquista Sanguinario,Masoquista Sanguinário,Кровавый Мазохист,Masochista Sanguinario,嗜血受虐者,嗜血受虐者,핏빛 마조히스트,Krwawy Masochista,Кривавий Мазохіст,Bloeddorstige Masochist,Kanlı Mazoşist
L_CRIT_FAVOREDMASOCHIST,,Favored Masochist,苦痛愛好者,Bevorzugter Masochist,Masochiste Favorisé,Masoquista Favorito,Masoquista Favorecido,Любимый Мазохист,Masochista Favorito,偏愛受虐狂,偏爱受虐者,선호하는 마조히스트,Ulubiony Masochista,Улюблений Мазохіст,Geliefde Masochist,Tercih Edilen Mazoşist
L_CRIT_AHNOKTREMOR,,Ahnok Tremor,アーノク・トレマー,Ahnok-Beben,Séisme d'Ahnok,Temblor Ahnok,Tremor Ahnok,Анок Дрожь,Tremito di Ahnok,安諾克震顫,安诺克震颤,안녹 진동,Wstrząs Ahnok,Анок Тремор,Ahnok Siddering,Ahnok Sarsıntısı
L_CRIT_QUAMARTREMOR,,Quamar Tremor,クアマー・トレマー,Quamar-Beben,Séisme de Quamar,Temblor de Quamar,Tremor de Quamar,Дрожь Квамара,Tremito di Quamar,夸馬爾震顫,夸马尔震颤,쿠아마르 트레머,Wstrząs Quamara,Квамарський Землетрус,Quamar Tremor,Quamar Sarsıntısı
L_CRIT_QUARNOKTREMOR,,Quarnok Tremor,クァーノク・トレマー,Quarnok Tremor,Séisme de Quarnok,Temblor de Quarnok,Tremor de Quarnok,Кварнок Тремор,Quarnok Tremor,夸諾克震顫,夸诺克震颤,쿠아르녹 트레머,Wstrząs Quarnoka,Кварнок Тремор,Quarnok Tremor,Quarnok Sarsıntısı
L_CRIT_AHNKOLTREMOR,,Ahnkol Tremor,アンコル・トレマー,Ahnkol-Beben,Séisme d'Ahnkol,Temblor de Ahnkol,Tremor de Ahnkol,Дрожь Анкола,Tremito di Ahnkol,安科爾震顫,安科尔震颤,안콜 트레머,Wstrząs Ahnkol,Тремтіння Анкола,Ahnkol Siddering,Ahnkol Sarsıntısı
L_CRIT_URHULTREMOR,,Urhul Tremor,アーフル・トレマー,Urhul-Beben,Séisme d'Urhul,Temblor de Urhul,Tremor de Urhul,Урхульская Дрожь,Tremito di Urhul,烏爾胡爾震顫,乌尔胡尔震颤,우르훌 진동,Wstrząs Urhul,Урхульський Землетрус,Urhul Siddering,Urhul Sarsıntısı
L_CRIT_SPITTINGARACHNALISK,,Spitting Arachnalisk,吐き出すアラクナリスク,Spuckende Arachnaliske,Arachnalisque Cracheur,Aracnalisco Escupidor,Aracnalisco Cuspidor,Плюющийся Арахналиск,Aracnalisco Sputante,吐液蛛蜥,吐丝蛛魔,침뱉는 아라크날리스크,Plująca Arachnaliska,Плюючий Арахналіск,Spuwende Arachnalisk,Tükürük Örümcekliski
L_CRIT_CANOPYARACHNALISK,,Canopy Arachnalisk,キャノピー・アラクナリスク,Baldachin-Arachnalisk,Arachnalisque des Cimes,Aracnalisco del Dosel,Aracnalisco do Dossel,Древесный Арахналиск,Aracnalisco del Baldacchino,天蓋蛛魔,林冠蛛魔,캐노피 아라크날리스크,Baldaszkowiec Pajęczny,Кронний Арахналіск,Bladerdak Arachnalisk,Gölgelik Örümcekdevi
L_CRIT_DRAGONLAIRARACHNALISK,,Dragonlair Arachnalisk,ドラゴンの巣穴アラクナリスク,Drachenhöhlen-Arachnalisk,Arachnalisque du Repaire des Dragons,Aracnalisco del Cubil del Dragón,Aracnalisco do Covil do Dragão,Драконье Логово Арахналиск,Aracnalisco del Covo del Drago,龍穴蛛魔,龙穴蛛魔,용굴 아라크날리스크,Smocza Jama Arachnalisk,Драконолігво Арахналіск,Drakenhorst Spinnengedrocht,Ejderha Yuvası Örümcekisk
L_CRIT_GOLIATHARACHNALISK,,Goliath Arachnalisk,ゴライアス・アラクナリスク,Goliath-Arachnalisk,Arachnalisque Goliath,Aracnalisco Gigante,Aracnalisco Gigante,Гигантский Арахналиск,Aracnalisco Gigante,巨型蛛魔,巨型蛛魔,거대 아라크날리스크,Arachnalisk Goliat,Гігантський Арахналіск,Kolossale Arachnalisk,Goliath Örümcekdevi
L_CRIT_WOOLLYARACHNALISK,,Woolly Arachnalisk,ウーリー・アラクナリスク,Wolliger Arachnalisk,Arachnalisque Laineux,Aracnalisco Lanudo,Aracnalisco Lanoso,Шерстистый Арахналиск,Aracnalisco Lanoso,毛絨蛛蜥,毛茸蛛魔,양털 아라크날리스크,Wełnisty Arachnalisk,Вовнистий Арахналіск,Wollige Arachnalisk,Yünlü Örümcekisk
L_CRIT_ANCIENTARACHNALISK,,Ancient Arachnalisk,古代アラクナリスク,Uralter Arachnalisk,Arachnalisque Antique,Aracnalisco Antiguo,Aracnalisco Ancestral,Древний Арахналиск,Aracnalisco Antico,遠古蛛魔,远古蛛魔,고대 아라크날리스크,Pradawny Arachnalisk,Прадавній Арахналіск,Oeroude Arachnalisk,Kadim Örümcekiblis
L_CRIT_ELEMENTALFAMILIAR,,Elemental Familiar,エレメンタル・ファミリア,Elementarer Vertrauter,Familier Élémentaire,Familiar Elemental,Familiar Elemental,Элементальный фамильяр,Famiglio Elementale,元素使魔,元素使魔,원소 사역마,Znajomy Żywiołak,Елементальний Фамільяр,Elementaire Vertrouweling,Elementsel Yoldaş
L_CRIT_ARCANEFAMILIAR,,Arcane Familiar,アーケイン・ファミリア,Arkaner Vertrauter,Familier Arcanique,Familiar Arcano,Familiar Arcano,Магический фамильяр,Famiglio Arcano,奧術魔寵,奥术魔宠,비전 사역마,Magiczny Chowaniec,Магічний Фамільяр,Arcane Vertrouweling,Büyülü Dost
L_CRIT_FLOODFAMILIAR,,Flood Familiar,水の使い魔,Wassergeist,Familier des Flots,Familiar de Inundación,Familiar de Inundação,Водяной фамильяр,Famiglio dell'Inondazione,洪水魔寵,洪水魔宠,홍수의 사역마,Znajomy Powodzi,Водяний Фамільяр,Watervloed Vertrouweling,Su Baskını Tanıdığı
L_CRIT_JUDGEFAMILIAR,,Judge Familiar,裁判使い魔,Richter-Vertrauter,Familier Juge,Familiar Juez,Familiar Juiz,Судья-фамильяр,Famiglio Giudice,審判魔寵,审判魔宠,심판의 사역마,Znajomy Sędzia,Суддя-фамільяр,Rechter Vertrouweling,Yargıç Yardımcısı
L_CRIT_MYSTICALFAMILIAR,,Mystical Familiar,神秘の使い魔,Mystischer Vertrauter,Familier Mystique,Familiar Místico,Familiar Místico,Мистический фамильяр,Famiglio Mistico,神秘使魔,神秘使魔,신비한 사역마,Mistyczny Chowaniec,Містичний Фамільяр,Mystieke Vertrouweling,Mistik Dost
L_CRIT_PALACEFAMILIAR,,Palace Familiar,宮殿の使い魔,Palastvertrauter,Familier du Palais,Familiar del Palacio,Familiar do Palácio,Дворцовый Фамильяр,Famiglio del Palazzo,宮廷魔寵,宫廷魔宠,궁전 사역마,Znajomy Pałacu,Палацовий Фамільяр,Paleisfamiliar,Saray Yoldaşı
L_CRIT_MONSTROUSGARGANTUAN,,Monstrous Gargantuan,モンスター級の巨体,Monströses Ungetüm,Monstrueux Gargantuesque,Monstruoso Gigantesco,Monstruoso Gigantesco,Чудовищно огромный,Mostruoso Gigantesco,巨型怪物,庞大怪物,거대한 괴물,Monstrualny Gigant,Монструозний Велетенський,Monsterlijk Gigantisch,Devasa Canavar
L_CRIT_STURDYGARGANTUAN,,Sturdy Gargantuan,頑丈なガーガンチュアン,Robuster Gigant,Gargantua Robuste,Gargantúa Robusto,Gargântua Robusto,Крепкий Гаргантюа,Gargantua Robusto,堅固巨獸,坚固巨兽,튼튼한 거대 생물,Wytrzymały Gigant,Міцний Велетень,Stevige Kolos,Sağlam Devasa
L_CRIT_SHACKLEDGARGANTUAN,,Shackled Gargantuan,鎖につながれた巨人,Gefesselte Riesenkreatur,Gargantua Enchaîné,Gargantúa Encadenado,Gargântua Acorrentado,Скованный Гаргантюа,Gargantuesco Incatenato,鎖鏈巨獸,枷锁巨兽,구속된 거대 괴물,Zakuty Gigant,Закутий Велетень,Geketende Kolos,Zincirlenmiş Devasa
L_CRIT_DAUNTINGGARGANTUAN,,Daunting Gargantuan,恐るべき巨人,Bedrohlicher Koloss,Gargantuesque Intimidant,Gigante Intimidante,Gigante Intimidador,Устрашающий Гаргантюа,Gigantesco Intimidatorio,令人生畏的巨獸,令人生畏的庞然大物,위압적인 거대 괴물,Przerażający Gigant,Грізний Велетень,Angstaanjagende Kolos,Ürkütücü Devasa
L_CRIT_FEARSOMEGARGANTUAN,,Fearsome Gargantuan,恐るべき巨獣,Furchterregende Riesenkreatur,Gargantua Redoutable,Gargantúa Temible,Gargântua Temível,Устрашающий Гаргантюа,Gargantuesco Terrificante,恐怖巨獸,恐怖巨兽,무시무시한 거대 괴물,Przerażający Gigant,Жахливий Велетень,Angstaanjagende Kolos,Korkunç Devasa
L_CRIT_FORESTGARGANTUAN,,Forest Gargantuan,巨大森林,Waldungeheuer,Forêt Gigantesque,Gargantúa del Bosque,Floresta Gigantesca,Лесной Исполин,Gigante della Foresta,森林巨獸,森林巨兽,숲의 거대괴물,Las Gigantyczny,Лісовий Велетень,Reuzenwoud,Orman Devi
L_CRIT_VORTEXOBSERVER,,Vortex Observer,ボルテックス・オブザーバー,Vortex-Beobachter,Observateur de Vortex,Observador del Vórtice,Observador do Vórtice,Наблюдатель Вихря,Osservatore del Vortice,漩渦觀察者,漩涡观察者,소용돌이 관찰자,Obserwator Wiru,Спостерігач Вихору,Vortexwaarnemer,Girdap Gözlemcisi
L_CRIT_UNTAMEDVORTEX,,Untamed Vortex,アンテイムド・ヴォルテックス,Ungezähmter Wirbel,Vortex Sauvage,Vórtice Indómito,Vórtice Indomado,Неукротимый Вихрь,Vortice Selvaggio,狂野漩渦,狂野漩涡,야생의 소용돌이,Nieposkromiony Wir,Неприборканий Вихор,Ongetemde Vortex,Vahşi Girdap
L_CRIT_CEREBRALVORTEX,,Cerebral Vortex,精神渦動,Gedankenwirbel,Vortex Cérébral,Vórtice Cerebral,Vórtice Cerebral,Мозговой Вихрь,Vortice Cerebrale,腦力漩渦,脑力漩涡,정신의 소용돌이,Wir Umysłowy,Мозковий Вихор,Cerebrale Vortex,Zihinsel Girdap
L_CRIT_CONSUMINGVORTEX,,Consuming Vortex,吸い込む渦,Verschlingender Vortex,Vortex Dévorant,Vórtice Devorador,Vórtice Consumidor,Поглощающий Вихрь,Vortice Divorante,吞噬漩渦,吞噬漩涡,집어삼키는 소용돌이,Pochłaniający Wir,Поглинаючий Вихор,Verslindende Draaikolk,Tüketen Girdap
L_CRIT_MANAVORTEX,,Mana Vortex,マナの渦,Mana-Wirbel,Vortex de Mana,Vórtice de Maná,Vórtice de Mana,Воронка Маны,Vortice di Mana,魔力漩渦,魔力漩涡,마나 소용돌이,Wir Mocy,Вихор Мани,Manavortex,Mana Girdabı
L_CRIT_PSYCHICVORTEX,,Psychic Vortex,サイキック・ボルテックス,Psychischer Vortex,Vortex Psychique,Vórtice Psíquico,Vórtice Psíquico,Психический Вихрь,Vortice Psichico,心靈漩渦,心灵漩涡,사이킥 볼텍스,Wir Psychiczny,Психічний Вихор,Psychische Vortex,Psişik Girdap
L_CRIT_WASPIDWORKER,,Waspid Worker,ワスピド・ワーカー,Wespiden-Arbeiter,Ouvrière Guêpide,Obrero Avispido,Trabalhador Vespídeo,Рабочий Оса-ид,Operaio Vespide,黃蜂工蟲,黄蜂工蜂,말벌 일꾼,Robotnica Osowata,Робітник-оса,Waspid Werker,Yaban Arısı İşçisi
L_CRIT_WASPIDGUARDIAN,,Waspid Guardian,ワスピッド・ガーディアン,Wespiden-Wächter,Gardien Guêpide,Guardián Avispón,Guardião Vespídeo,Страж-оса,Guardiano Vespide,蜂衛守護者,黄蜂守卫,말벌 수호자,Strażnik Osowiec,Вартовий Оспід,Wespachtige Bewaker,Yaban Arısı Muhafızı
L_CRIT_WASPIDSOLDIER,,Waspid Soldier,ワスピッド・ソルジャー,Wespiden-Soldat,Soldat Guêpide,Soldado Avispón,Soldado Vespídeo,Солдат-оса,Soldato Vespide,蜂獸士兵,黄蜂兵,말벌병사,Żołnierz Osowaty,Солдат-оса,Wespid Soldaat,Yaban Arısı Askeri
L_CRIT_WASPIDINFILTRATOR,,Waspid Infiltrator,ワスピド・インフィルトレーター,Wespiden-Infiltrator,Infiltrateur Guêpide,Infiltrador Avispón,Infiltrador Vespídeo,Осиный Лазутчик,Infiltratore Vespide,蜂蟲滲透者,黄蜂潜伏者,말벌 침투자,Infiltrator Osowaty,Оса-інфільтратор,Wespachtige Infiltrant,Yaban Arısı Sızmacısı
L_CRIT_WASPIDSLICER,,Waspid Slicer,ワスピッド・スライサー,Wespiden-Schneider,Trancheur Guêpide,Rebanador Avispido,Cortador Vespídeo,Жалорез Осоида,Fendente Vespide,蜂蟲切割者,黄蜂刀,말벌 절단기,Tnący Osoid,Різак Осоїд,Wespid Snijder,Yaban Arısı Dilimleyici
L_CRIT_WASPIDSCOUT,,Waspid Scout,ワスピッド・スカウト,Wespiden-Kundschafter,Éclaireur Guêpide,Explorador Avispón,Batedor Vespídeo,Разведчик-оса,Esploratore Vespide,黃蜂獸斥候,黄蜂虫侦察兵,말벌 정찰병,Zwiadowca Osoid,Розвідник-оса,Wespid Verkenner,Yaban Arısı Gözcüsü
L_CRIT_FAILEDEXPERIMENT,,Failed Experiment,失敗した実験,Fehlgeschlagenes Experiment,Expérience Ratée,Experimento Fallido,Experimento Fracassado,Неудачный Эксперимент,Esperimento Fallito,失敗的實驗,失败的实验,실패한 실험,Nieudany Eksperyment,Невдалий Експеримент,Mislukt Experiment,Başarısız Deney
L_CRIT_BARDBALLADEER,,Bard Balladeer,吟遊詩人の歌い手,Barden-Balladensänger,Barde Baladin,Bardo Trovador,Bardo Trovador,Бард-сказитель,Bardo Cantastorie,吟遊歌手,吟游诗人歌手,음유시인 발라디어,Bard Balladziarz,Бард-Баладник,Bard Balladier,Ozan Baladçı
L_CRIT_BARDJONGLEUR,,Bard Jongleur,吟遊詩人ジョングルール,Bard Jongleur,Barde Jongleur,Bardo Juglar,Bardo Malabarista,Бард-жонглёр,Bardo Giocoliere,吟遊詩人雜耍師,吟游诗人杂耍师,음유시인 종글뢰르,Bard Żongler,Бард-жонглер,Bard Jongleur,Ozan Hokkabaz
L_CRIT_BARDMINSTREL,,Bard Minstrel,吟遊詩人,Barde Minnesänger,Barde Ménestrel,Bardo Juglar,Bardo Menestrel,Бард Менестрель,Bardo Menestrello,吟遊詩人,吟游诗人,음유시인 음악가,Bard Minstrel,Бард Менестрель,Bard Minstrel,Ozan Gezgin Şair
L_CRIT_BARDPOET,,Bard Poet,吟遊詩人,Barde Poet,Barde Poète,Bardo Poeta,Bardo Poeta,Бард-поэт,Bardo Poeta,吟遊詩人,吟游诗人,음유시인,Poeta Bard,Бард-поет,Bard Dichter,Ozan Şair
L_CRIT_BARDTROVATORE,,Bard Trovatore,吟遊詩人トロヴァトーレ,Barde Trovatore,Barde Trovatore,Bardo Trovatore,Bardo Trovatore,Бард Троваторе,Bardo Trovatore,吟遊詩人特洛瓦托雷,吟游诗人特洛瓦托雷,음유시인 트로바토레,Bard Truwer,Бард Троваторе,Bard Trovatore,Ozan Trovatore
L_CRIT_BARDVERSIFIER,,Bard Versifier,詩人吟遊詩人,Barde Verseschmied,Barde Versificateur,Bardo Versificador,Bardo Versificador,Бард-стихотворец,Bardo Versificatore,吟遊詩人,诗人歌手,음유시인,Bard Wierszopis,Бард-Віршувальник,Bard Versificator,Ozan Şair
L_CRIT_CENTAURRANGER,,Centaur Ranger,ケンタウロスレンジャー,Zentauren-Waldläufer,Rôdeur Centaure,Guardabosque Centauro,Patrulheiro Centauro,Кентавр-рейнджер,Ranger Centauro,半人馬遊俠,半人马游侠,켄타우로스 레인저,Centaur Łowca,Кентавр-рейнджер,Centaur Boswachter,Sentaur Korucu
L_CRIT_CENTAURWARRIOR,,Centaur Warrior,ケンタウロスの戦士,Zentaurenkrieger,Guerrier Centaure,Guerrero Centauro,Guerreiro Centauro,Кентавр-воин,Guerriero Centauro,半人馬戰士,半人马战士,켄타우로스 전사,Wojownik Centaur,Кентавр-воїн,Centaur Krijger,Sentaur Savaşçısı
L_CRIT_CENTAURWRANGLER,,Centaur Wrangler,ケンタウロス使い,Zentaurenbändiger,Dompteur de Centaures,Domador de Centauros,Domador de Centauros,Укротитель Кентавров,Domatore di Centauri,半人馬馴獸師,半人马驯兽师,켄타우로스 조련사,Poskramiacz Centaurów,Приборкувач кентаврів,Centaurtemmer,Sentaur Binicisi
L_CRIT_CENTAURRAIDER,,Centaur Raider,ケンタウロスの襲撃者,Zentauren-Plünderer,Pilleur Centaure,Asaltante Centauro,Saqueador Centauro,Налетчик-кентавр,Predone Centauro,半人馬掠奪者,半人马掠夺者,켄타우로스 약탈자,Centaur Najeźdźca,Кентавр-нападник,Centaur Plunderaar,Sentaur Baskıncısı
L_CRIT_CENTAURRUNNER,,Centaur Runner,ケンタウロスの走者,Zentaurenläufer,Coureur Centaure,Corredor Centauro,Corredor Centauro,Кентавр-бегун,Corridore Centauro,半人馬奔跑者,半人马奔跑者,켄타우로스 러너,Centaur Biegacz,Кентавр-бігун,Centaur Renner,Sentaur Koşucusu
L_CRIT_CENTAURCHASER,,Centaur Chaser,ケンタウロスの追跡者,Zentaurenjäger,Chasseur de Centaure,Perseguidor de Centauros,Caçador de Centauros,Преследователь Кентавров,Inseguitore di Centauri,半人馬追獵者,半人马追逐者,켄타우로스 추적자,Pogromca Centaurów,Переслідувач Кентаврів,Centaur Jager,Sentaur Avcısı
L_CRIT_ELFCLERIC,,Elf Cleric,エルフの聖職者,Elfen-Kleriker,Clerc Elfe,Clérigo Elfo,Clérigo Elfo,Эльф-жрец,Chierico Elfo,精靈牧師,精灵牧师,엘프 성직자,Elf Kapłan,Ельф-жрець,Elfenpriester,Elf Rahip
L_CRIT_ELFMONK,,Elf Monk,エルフ僧侶,Elfen-Mönch,Moine Elfe,Monje Elfo,Monge Elfo,Эльф-монах,Elfo Monaco,精靈武僧,精灵武僧,엘프 수도사,Elf Mnich,Ельф-монах,Elfenmonnik,Elf Keşiş
L_CRIT_ELFMYSTIC,,Elf Mystic,エルフの神秘家,Elfenmystiker,Mystique Elfe,Místico Elfo,Místico Élfico,Эльф-мистик,Mistico Elfo,精靈秘術師,精灵秘术师,엘프 미스틱,Mistyk Elf,Ельф-містик,Elfenmysticus,Elf Mistik
L_CRIT_ELFBARBARIAN,,Elf Barbarian,エルフ・バーバリアン,Elfen-Barbar,Barbare elfe,Bárbaro Elfo,Bárbaro Élfico,Эльф-варвар,Barbaro Elfo,精靈野蠻人,精灵野蛮人,엘프 야만인,Elf Barbarzyńca,Ельф-варвар,Elf Barbaar,Elf Barbar
L_CRIT_ELFHUNTSMAN,,Elf Huntsman,エルフの狩人,Elfenjäger,Chasseur Elfe,Cazador Elfo,Caçador Élfico,Эльф-охотник,Cacciatore Elfico,精靈獵人,精灵猎手,엘프 사냥꾼,Elf Myśliwy,Ельфійський Мисливець,Elfenjager,Elf Avcısı
L_CRIT_ELFROGUE,,Elf Rogue,エルフの盗賊,Elfen-Schurke,Elfe Voleur,Pícaro Elfo,Ladino Élfico,Эльф-разбойник,Elfo Furfante,精靈盜賊,精灵盗贼,엘프 도적,Elf Łotrzyk,Ельф-розбійник,Elfenrogue,Elf Haydut
L_CRIT_RITUALABOMINATION,,Ritual Abomination,儀式の忌まわしきもの,Ritual-Abscheulichkeit,Abomination Rituelle,Abominación Ritual,Abominação Ritual,Ритуальное Мерзость,Abominio Rituale,儀式怪物,仪式憎恶,의식의 혐오체,Rytualna Abominacja,Ритуальна Мерзота,Rituele Gruwel,Ritüel Ucubesi
L_CRIT_ABOMINATIONBRUTE,,Abomination Brute,アボミネーション・ブルート,Abscheulicher Schläger,Brute Abominable,Bruto Abominable,Bruto Abominável,Чудовищный Громила,Bruto Abominio,憎惡巨獸,憎恶巨兽,혐오스러운 투사,Brutalny Ohydziciel,Брутальна Мерзота,Gruwelbeest,Canavar Zorba
L_CRIT_FLESHABOMINATION,,Flesh Abomination,肉の忌まわしきもの,Fleisch-Abscheulichkeit,Abomination de Chair,Abominación de Carne,Abominação de Carne,Мясное Чудовище,Abominio di Carne,血肉憎惡,血肉憎恶,살점 흉물,Plugastwo z Ciała,Плотська Мерзота,Vleesgruwel,Et Ucubesi
L_CRIT_ABOMINATIONVOLATILE,,Abomination Volatile,アボミネーション・ヴォラタイル,Flüchtige Abscheulichkeit,Abomination Volatile,Abominación Volátil,Abominação Volátil,Взрывоопасная Мерзость,Abominio Volatile,暴怒憎惡,暴怒憎恶,폭발성 혐오체,Niestabilna Abominacja,Нестабільна Мерзота,Vluchtige Gruwel,Uçucu Ucube
L_CRIT_GOREABOMINATION,,Gore Abomination,ゴア・アボミネーション,Grauenhafte Abscheulichkeit,Abomination Sanglante,Abominación Sangrienta,Abominação Sangrenta,Мерзость из Плоти,Abominio Sanguinario,血肉憎惡,血肉憎恶,피의 흉물,Ohydztwo Krwi,Мерзенність Крові,Gruwelijke Gruwel,Kan Gölü Ucubesi
L_CRIT_WANDERINGABOMINATION,,Wandering Abomination,さまよう忌まわしきもの,Wandernde Abscheulichkeit,Abomination Errante,Abominación Errante,Abominação Errante,Бродячее Мерзость,Abominio Vagante,遊蕩的怪物,游荡的憎恶,방랑하는 혐오체,Błąkająca się Abominacja,Блукаюча Мерзота,Zwervende Gruwel,Gezgin Ucube
L_CRIT_NIXCREEPER,,Nix Creeper,ニックス・クリーパー,Nix Schleicher,Rampant du Néant,Reptador de Nix,Rastejante Nix,Никс Крипер,Strisciatore del Nulla,虛無爬行者,虚无爬行者,닉스 크리퍼,Nix Pełzacz,Нікс Кріпер,Nix Kruiper,Nix Sürünücüsü
L_CRIT_NIXGUARDIAN,,Nix Guardian,ニックスの守護者,Nichts-Wächter,Gardien du Néant,Guardián de Nix,Guardião Nix,Страж Никс,Guardiano del Nix,虛無守護者,虚无守卫,닉스 가디언,Strażnik Nicości,Страж Нікс,Nix Bewaker,Hiçlik Muhafızı
L_CRIT_NIXIMPOSTER,,Nix Imposter,ニックス・インポスター,Nix-Betrüger,Imposteur Nix,Impostor de Nix,Impostor de Nix,Самозванец Никс,Impostore di Nix,尼克斯冒牌者,尼克斯冒牌者,닉스 임포스터,Oszust Nix,Самозванець Нікс,Nix Bedrieger,Sahte Nix
L_CRIT_NIXINFORMER,,Nix Informer,ニックス・インフォーマー,Nix-Informant,Informateur Nix,Informante Nix,Informante Nix,Осведомитель Никс,Informatore Nix,尼克斯情報員,尼克斯情报员,닉스 정보원,Informator Nix,Інформатор Нікс,Nix Informant,Nix Muhbiri
L_CRIT_NIXSCOUNDREL,,Nix Scoundrel,ニックス・スカウンドレル,Nix Gauner,Canaille de Nix,Pícaro Nix,Patife Nix,Никс Проходимец,Furfante del Nulla,尼克斯騙徒,尼克斯恶棍,닉스 악당,Nix Łotr,Нікс Пройдисвіт,Nix Schurk,Nix Haydut
L_CRIT_NIXSHADOWJUMPER,,Nix Shadowjumper,ニックス・シャドウジャンパー,Nix Schattenspringer,Nix l'Ombresauteur,Nix Sombrasalto,Nix Saltassombras,Никс Теневой Прыгун,Nix Ombrasalto,尼克斯·影躍者,尼克斯·影跃者,닉스 섀도우점퍼,Nix Cienioskok,Нікс Тіньострибун,Nix Schaduwspringer,Nix Gölgeatlayıcı
L_CRIT_PLAGUEALCHEMIST,,Plague Alchemist,疫病錬金術師,Pestalchemist,Alchimiste de la Peste,Alquimista de la Plaga,Alquimista da Peste,Чумной Алхимик,Alchimista della Peste,瘟疫鍊金術士,瘟疫炼金术士,역병 연금술사,Alchemik Zarazy,Чумний Алхімік,Pestilentiealchemist,Veba Simyacısı
L_CRIT_PLAGUEHERBALIST,,Plague Herbalist,疫病薬草師,Pestkräuterkundiger,Herboriste de la Peste,Herbolario de la Plaga,Herborista da Peste,Травник Чумы,Erborista della Peste,瘟疫藥草師,瘟疫草药师,역병 약초사,Zielarz Plagi,Чумний Травник,Pestilentieherbalist,Veba Şifacısı
L_CRIT_PLAGUEQUACK,,Plague Quack,ペストの偽医者,Pestdoktor,Charlatan de la Peste,Curandero de la Plaga,Charlatão da Peste,Чумной Шарлатан,Ciarlatano della Peste,瘟疫庸醫,瘟疫庸医,역병 돌팔이,Morowy Szarlatan,Чумний Шарлатан,Pestdokter,Veba Şarlatanı
L_CRIT_PLAGUESCHOLAR,,Plague Scholar,疫病学者,Seuchenforscher,Érudit de la Peste,Erudito de la Plaga,Estudioso da Peste,Чумной Учёный,Studioso della Peste,瘟疫學者,瘟疫学者,역병 학자,Uczony Zarazy,Учений Чуми,Pestgeleerde,Veba Bilgini
